time,CO2_flowrateData,DHumidity,DHumiditySeparator,pressure1External,pressure2ExternalVP,temp1,temp3,temp7,temp8,temp9,temp10,downStreamBoiler_1,downStreamEnergy,DPressure_BOILER,DPressure_SAMPLING_POINT,DPressure_separator,DPressureVP,DTemp_BOILER_TEMP,DTemp_PHE_C_OUT,DTemp_PHE_STEAM_OUT,DTemp_SAMPLING_POINT,DTempHumidity,DTempPHE_C_IN,DTempPHE_STEAM_IN,DTempSeparator,kessesEnergy,pressure_2_INTERNAL_PLENUM,pressure_SENSOR_PLENUM,temp2,temp4,temp5,temp6,temp11,temp12,downStreamBoiler_2,RFUWaterTemp,SteamFlowRates,Cumulative_SteamFlowRates_,t_stamp
3865,0,11.8515,24.4538,790.024,80.2992,26,26,25,26,26,25,0,4.4317,130.174,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.0315,22.4439,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3866,0,11.8515,24.443,790.024,80.2992,26,26,25,26,26,25,0,4.4317,131.172,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.0315,25.187,131.172,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3867,0,11.8515,24.4502,789.775,80.2992,26,26,25,26,26,25,0,4.4317,130.174,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.031,25.4364,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3868,0,11.8515,24.443,789.276,80.2992,26,26,25,26,26,25,0,4.4317,129.177,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.031,23.192,129.177,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3869,0,11.8515,24.4394,789.276,80.5486,26,26,25,26,26,25,0,4.4317,129.925,8171.31,8171.31,80.5486,3277,31,3276.7,29,29,30,30,118.515,0.031,23.6908,129.925,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3870,0,11.8515,24.4538,789.526,81.0473,26,26,25,26,26,25,0,4.4317,130.424,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0307,25.4364,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3871,0,11.8515,24.4394,788.528,80.2992,26,26,25,26,26,25,0,4.4317,131.671,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.0307,22.9426,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3872,0,11.8515,24.4538,790.024,81.0473,26,26,25,26,26,25,0,4.4317,130.174,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0311,23.192,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3873,0,11.8515,24.3417,789.276,80.2992,26,26,25,26,26,25,0,3.9776,129.925,8171.31,8171.31,80.2992,3277,31,3276.7,29,29,30,30,118.515,0.0308,25.4364,129.925,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3874,0,11.8515,24.349,789.526,80.5486,26,26,25,26,26,25,0,3.9756,130.174,8171.31,8171.31,80.5486,3277,31,3276.7,29,29,30,30,118.515,0.0308,24.1895,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3875,0,11.8515,24.443,788.777,81.0473,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0308,24.4389,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3876,0,11.8515,24.443,789.526,80.5486,26,26,25,26,26,25,0,3.9756,131.421,8171.31,8171.31,80.5486,3277,31,3276.7,29,29,30,30,118.515,0.0308,26.4339,131.421,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3877,0,11.8515,24.4502,790.024,81.0473,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0308,25.187,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3878,0,11.8515,24.443,789.276,80.5486,26,26,25,26,26,25,0,3.9756,130.174,8171.31,8171.31,80.5486,3277,31,3276.7,29,29,30,30,118.515,0.0312,23.6908,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3879,0,11.8515,24.4502,789.526,81.0473,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0304,24.1895,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3880,0,11.8515,24.4502,789.526,81.0473,26,26,25,26,26,25,0,3.9756,131.421,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0313,25.6858,131.421,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3881,0,11.8515,24.4502,790.024,81.0473,26,26,25,26,26,25,0,3.9756,131.671,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0305,24.4389,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3882,0,11.8515,24.443,789.775,82.2942,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.0305,26.1845,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3883,0,11.8515,24.4502,789.276,81.0473,26,26,25,26,26,25,0,3.9756,130.174,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0307,25.4364,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3884,0,11.8515,24.443,790.024,81.0473,26,26,25,26,26,25,0,3.9756,130.174,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0311,23.9401,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:16
3885,0,11.8515,24.4502,789.775,81.5461,26,26,25,26,26,25,0,3.9756,132.169,8171.31,8171.31,81.5461,3277,31,3276.7,29,29,30,30,118.515,0.0311,25.6858,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3886,0,11.8515,24.443,789.526,81.0473,26,26,25,26,26,25,0,3.9756,132.169,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0311,26.1845,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3887,0,11.8515,24.4502,789.775,81.2967,26,26,25,26,26,25,0,3.9756,131.671,8171.31,8171.31,81.2967,3277,31,3276.7,29,29,30,30,118.515,0.0311,23.192,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3888,0,11.8515,24.4394,789.526,80.5486,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,80.5486,3277,31,3276.7,29,29,30,30,118.515,0.0309,26.1845,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3889,0,11.8515,24.4502,790.024,81.2967,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.2967,3277,31,3276.7,29,29,30,30,118.515,0.0309,26.6833,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3890,0,11.8515,24.4502,789.775,81.5461,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.5461,3277,31,3276.7,29,29,30,30,118.515,0.0309,24.4389,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3891,0,11.8515,24.4358,790.024,81.7954,26,26,25,26,26,25,0,3.9756,132.169,8171.31,8171.31,81.7954,3277,31,3276.7,29,29,30,30,118.515,0.0309,26.9326,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3892,0,11.8515,24.4538,790.024,81.7954,26,26,25,26,26,25,0,3.9756,132.169,8171.31,8171.31,81.7954,3277,31,3276.7,29,29,30,30,118.515,0.0312,27.4314,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3893,0,11.8515,24.443,789.276,81.5461,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,81.5461,3277,31,3276.7,29,29,30,30,118.515,0.0312,24.9376,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3894,0,11.8515,24.443,789.276,82.5436,26,26,25,26,26,25,0,3.9756,130.424,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0312,24.9376,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3895,0,11.8515,24.4502,789.775,82.5436,26,26,25,26,26,25,0,3.9756,131.671,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0314,27.6808,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3896,0,11.8515,24.4394,789.276,81.0473,26,26,25,26,26,25,0,3.9756,132.419,8171.31,8171.31,81.0473,3277,31,3276.7,29,29,30,30,118.515,0.0307,26.1845,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3897,0,11.8515,24.443,789.276,82.2942,26,26,25,26,26,25,0,3.9756,130.923,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.031,24.4389,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3898,0,11.8515,24.4538,789.526,82.2942,26,26,25,26,26,25,0,3.9756,130.174,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.031,26.6833,130.174,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3899,0,11.8515,24.4502,789.775,81.7954,26,26,25,26,26,25,0,3.9756,131.421,8171.31,8171.31,81.7954,3277,31,3276.7,29,29,30,30,118.515,0.0308,27.9302,131.421,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3900,0,11.8515,24.4394,789.276,81.7954,26,26,25,26,26,25,0,3.9756,132.918,8171.31,8171.31,81.7954,3277,31,3276.7,29,29,30,30,118.515,0.0308,25.4364,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3901,0,11.8515,24.4575,789.775,82.5436,26,26,25,26,26,25,0,3.9756,132.169,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0308,27.6808,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3902,0,11.8515,24.4394,789.526,82.2942,26,26,25,26,26,25,0,3.9756,130.923,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.031,27.6808,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3903,0,11.8515,24.4538,789.775,82.2942,26,26,25,26,26,25,0,3.9662,130.923,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.0308,26.4339,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3904,0,11.8515,24.4502,789.526,81.2967,26,26,25,26,26,25,0,3.9634,132.668,8171.31,8171.31,81.2967,3277,31,3276.7,29,29,30,30,118.515,0.0311,26.1845,132.668,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3905,0,11.8515,24.443,789.276,82.7929,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0309,27.6808,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3906,0,11.8515,24.4502,789.526,82.5436,26,26,25,26,26,25,0,3.9634,130.424,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0309,27.4314,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3907,0,11.8515,24.4502,789.276,82.2942,26,26,25,26,26,25,0,3.9634,130.923,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.0311,25.4364,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3908,0,11.8515,24.4394,789.526,82.7929,26,26,25,26,26,25,0,3.9634,132.169,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.6808,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3909,0,11.8515,24.4394,790.523,82.7929,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3910,0,11.8515,24.4502,790.024,82.5436,26,26,25,26,26,25,0,3.9634,132.169,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0311,26.6833,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3911,0,11.8515,24.4538,790.024,82.7929,26,26,25,26,26,25,0,3.9634,130.424,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,26.1845,130.424,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3912,0,11.8515,24.3707,789.526,82.5436,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0313,27.6808,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3913,0,11.8515,24.3453,789.526,82.5436,26,26,25,26,26,25,0,3.9634,133.416,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.9302,133.416,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3914,0,11.8515,24.3453,790.024,82.7929,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,26.6833,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3915,0,11.8515,24.4575,788.777,82.5436,26,26,25,26,26,25,0,3.9634,130.923,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.03,26.4339,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3916,0,11.8515,24.4538,789.526,82.7929,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3917,0,11.8515,24.4394,789.526,82.7929,26,26,25,26,26,25,0,3.9634,133.666,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.4314,133.666,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3918,0,11.8515,24.4502,789.775,82.7929,26,26,25,26,26,25,0,3.9634,132.169,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0309,26.1845,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3919,0,11.8515,24.4502,789.526,82.2942,26,26,25,26,26,25,0,3.9634,130.923,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.0309,27.6808,130.923,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3920,0,11.8515,24.443,789.775,82.7929,26,26,25,26,26,25,0,3.9634,132.169,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.9302,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3921,0,11.8515,24.4502,790.523,82.7929,26,26,25,26,26,25,0,3.9634,132.918,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.031,26.6833,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3922,0,11.8515,24.4394,789.526,83.0423,26,26,25,26,26,25,0,3.9634,132.668,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.031,26.9326,132.668,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3923,0,11.8515,24.4394,789.526,82.7929,26,26,25,26,26,25,0,3.9634,131.172,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0308,27.9302,131.172,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3924,0,11.8515,24.443,789.775,82.5436,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0312,27.6808,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3925,0,11.8515,24.4538,789.276,82.7929,26,26,25,26,26,25,0,3.9634,132.918,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0312,26.4339,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3926,0,11.8515,24.4502,789.775,82.7929,26,26,25,26,26,25,0,3.9634,132.918,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.9302,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3927,0,11.8515,24.4538,789.775,82.7929,26,26,25,26,26,25,0,3.9634,131.671,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0309,27.9302,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3928,0,11.8515,24.443,789.276,82.7929,26,26,25,26,26,25,0,3.9634,131.671,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0309,26.9326,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3929,0,11.8515,24.443,789.526,82.7929,26,26,25,26,26,25,0,3.9634,132.668,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.4314,132.668,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3930,0,11.8515,24.4538,789.775,82.7929,26,26,25,26,26,25,0,3.9634,132.918,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.6808,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3931,0,11.8515,24.4502,788.777,82.2942,26,26,25,26,26,25,0,3.9634,132.419,8171.31,8171.31,82.2942,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.6808,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3932,0,11.8515,24.4538,789.775,83.7905,26,26,25,26,26,25,0,3.9634,131.421,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.0311,26.6833,131.421,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3933,0,11.8515,24.4538,789.775,82.7929,26,26,25,26,26,25,0,3.9557,132.419,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3934,0,11.8515,24.4358,789.276,82.5436,26,26,25,26,26,25,0,3.9528,132.918,8171.31,8171.31,82.5436,3277,31,3276.7,29,29,30,30,118.515,0.0313,27.9302,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3935,0,11.8515,24.4394,789.775,83.0423,26,26,25,26,26,25,0,3.9528,132.668,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0312,26.9326,132.668,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3936,0,11.8515,24.4538,790.024,83.0423,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0306,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3937,0,11.8515,24.4502,789.775,83.5411,26,26,25,26,26,25,0,3.9528,131.421,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.031,27.9302,131.421,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3938,0,11.8515,24.4502,790.024,83.0423,26,26,25,26,26,25,0,3.9528,132.918,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.031,26.1845,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3939,0,11.8515,24.4502,789.775,83.0423,26,26,25,26,26,25,0,3.9528,134.164,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0308,26.9326,134.164,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3940,0,11.8515,24.443,789.775,82.7929,26,26,25,26,26,25,0,3.9528,133.915,8171.31,8171.31,82.7929,3277,31,3276.7,29,29,30,30,118.515,0.031,27.6808,133.915,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3941,0,11.8515,24.443,789.526,83.5411,26,26,25,26,26,25,0,3.9528,131.671,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.031,27.9302,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3942,0,11.8515,24.4394,789.526,83.7905,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.0313,25.6858,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3943,0,11.8515,24.4394,788.777,84.788,26,26,25,26,26,25,0,3.9528,133.915,8171.31,8171.31,84.788,3277,31,3276.7,29,29,30,30,118.515,0.0312,27.9302,133.915,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3944,0,11.8515,24.443,790.024,83.5411,26,26,25,26,26,25,0,3.9528,133.915,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0308,27.6808,133.915,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:17
3945,0,11.8515,24.4538,789.526,83.0423,26,26,25,26,26,25,0,3.9528,133.416,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0319,25.4364,133.416,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3946,0,11.8515,24.4394,789.526,83.0423,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0319,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3947,0,11.8515,24.443,789.775,83.7905,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.031,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3948,0,11.8515,24.443,789.276,84.0398,26,26,25,26,26,25,0,3.9528,134.164,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.031,27.4314,134.164,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3949,0,11.8515,24.443,790.024,83.0423,26,26,25,26,26,25,0,3.9528,133.416,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.031,27.6808,133.416,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3950,0,11.8515,24.4502,789.526,83.0423,26,26,25,26,26,25,0,3.9528,131.671,8171.31,8171.31,83.0423,3277,31,3276.7,29,29,30,30,118.515,0.0302,27.9302,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3951,0,11.8515,24.4502,789.775,83.5411,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0302,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3952,0,11.8515,24.443,789.276,83.5411,26,26,25,26,26,25,0,3.9528,133.915,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0311,27.4314,133.915,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3953,0,11.8515,24.4394,789.276,83.5411,26,26,25,26,26,25,0,3.9528,132.918,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0311,28.6783,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3954,0,11.8515,24.4394,789.775,84.788,26,26,25,26,26,25,0,3.9528,131.671,8171.31,8171.31,84.788,3277,31,3276.7,29,29,30,30,118.515,0.0311,28.9277,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3955,0,11.8515,24.4575,789.775,83.7905,26,26,25,26,26,25,0,3.9528,132.668,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.0306,28.1795,132.668,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3956,0,11.8515,24.4502,789.775,84.0398,26,26,25,26,26,25,0,3.9528,135.162,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0312,27.4314,135.162,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3957,0,11.8515,24.4394,789.775,84.0398,26,26,25,26,26,25,0,3.9528,133.416,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0312,28.6783,133.416,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3958,0,11.8515,24.4502,790.024,83.5411,26,26,25,26,26,25,0,3.9528,131.671,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.031,28.6783,131.671,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3959,0,11.8515,24.4394,789.276,84.0398,26,26,25,26,26,25,0,3.9528,132.918,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.4314,132.918,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3960,0,11.8515,24.443,789.526,83.5411,26,26,25,26,26,25,0,3.9528,134.913,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.6808,134.913,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3961,0,11.8515,24.443,790.024,83.7905,26,26,25,26,26,25,0,3.9528,133.666,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.0302,28.6783,133.666,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3962,0,11.8515,24.4394,789.276,83.5411,26,26,25,26,26,25,0,3.9528,132.419,8171.31,8171.31,83.5411,3277,31,3276.7,29,29,30,30,118.515,0.0302,27.9302,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3963,0,11.8515,24.4538,789.526,84.0398,26,26,25,26,26,25,0,3.9499,133.666,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0309,27.9302,133.666,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3964,0,11.8515,24.443,789.775,83.7905,26,26,25,26,26,25,0,3.95,134.164,8171.31,8171.31,83.7905,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.9302,134.164,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3965,0,11.8515,24.4394,789.775,84.0398,26,26,25,26,26,25,0,3.95,132.419,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0307,27.6808,132.419,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3966,0,11.8515,24.443,788.777,84.0398,26,26,25,26,26,25,0,3.95,132.169,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0307,28.6783,132.169,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
3967,0,11.8515,24.4394,789.276,84.0398,26,26,25,26,26,25,0,3.95,134.913,8171.31,8171.31,84.0398,3277,31,3276.7,29,29,30,30,118.515,0.0301,27.9302,134.913,27,3276,0,25,24,24,0,3276.7,0,80,13/12/2024 14:18
